Filename	 Size	Lastof_modification
CSPv21_NPP_2019.209.WA.tif	 165.7 Mbytes	2020-11-26T05:36:00Z
CSPv21_NPP_2019.209.NSW_ACT.tif	 55.5 Mbytes	2020-11-26T05:36:00Z
CSPv21_NPP_2019.225.tif	 508.0 Mbytes	2020-11-26T05:41:00Z
CSPv21_NPP_2019.225.NT.tif	 85.6 Mbytes	2020-11-26T05:41:00Z
CSPv21_NPP_2019.225.QLD.tif	 110.5 Mbytes	2020-11-26T05:42:00Z
CSPv21_NPP_2019.225.SA.tif	 67.3 Mbytes	2020-11-26T05:42:00Z
CSPv21_NPP_2019.225.TAS.tif	 5.3 Mbytes	2020-11-26T05:42:00Z
CSPv21_NPP_2019.225.VIC.tif	 16.3 Mbytes	2020-11-26T05:42:00Z
CSPv21_NPP_2019.225.WA.tif	 166.1 Mbytes	2020-11-26T05:43:00Z
CSPv21_NPP_2019.225.NSW_ACT.tif	 55.8 Mbytes	2020-11-26T05:44:00Z
CSPv21_NPP_2019.241.tif	 510.2 Mbytes	2020-11-26T05:48:00Z
CSPv21_NPP_2019.241.NT.tif	 85.89 Mbytes	2020-11-26T05:49:00Z
CSPv21_NPP_2019.241.QLD.tif	 111.0 Mbytes	2020-11-26T05:50:00Z
CSPv21_NPP_2019.241.SA.tif	 67.5 Mbytes	2020-11-26T05:50:00Z
CSPv21_NPP_2019.241.TAS.tif	 5.3 Mbytes	2020-11-26T05:50:00Z
CSPv21_NPP_2019.241.VIC.tif	 16.3 Mbytes	2020-11-26T05:50:00Z
CSPv21_NPP_2019.241.WA.tif	 167.1 Mbytes	2020-11-26T05:51:00Z
CSPv21_NPP_2019.241.NSW_ACT.tif	 56.0 Mbytes	2020-11-26T05:52:00Z
CSPv21_NPP_2019.257.tif	 511.5 Mbytes	2020-11-26T05:57:00Z
CSPv21_NPP_2019.257.NT.tif	 86.1 Mbytes	2020-11-26T05:57:00Z
CSPv21_NPP_2019.257.QLD.tif	 111.8 Mbytes	2020-11-26T05:58:00Z
CSPv21_NPP_2019.257.SA.tif	 67.39 Mbytes	2020-11-26T05:58:00Z
CSPv21_NPP_2019.257.TAS.tif	 5.3 Mbytes	2020-11-26T05:58:00Z
CSPv21_NPP_2019.257.VIC.tif	 16.3 Mbytes	2020-11-26T05:58:00Z
CSPv21_NPP_2019.257.WA.tif	 167.4 Mbytes	2020-11-26T06:00:00Z
CSPv21_NPP_2019.257.NSW_ACT.tif	 56.19 Mbytes	2020-11-26T06:00:00Z
CSPv21_NPP_2019.273.tif	 514.9 Mbytes	2020-11-26T06:05:00Z
CSPv21_NPP_2019.273.NT.tif	 86.6 Mbytes	2020-11-26T06:06:00Z
CSPv21_NPP_2019.273.QLD.tif	 112.6 Mbytes	2020-11-26T06:06:00Z
CSPv21_NPP_2019.273.SA.tif	 68.1 Mbytes	2020-11-26T06:06:00Z
CSPv21_NPP_2019.273.TAS.tif	 5.3 Mbytes	2020-11-26T06:06:00Z
CSPv21_NPP_2019.273.VIC.tif	 16.39 Mbytes	2020-11-26T06:06:00Z
CSPv21_NPP_2019.273.WA.tif	 168.6 Mbytes	2020-11-26T06:08:00Z
CSPv21_NPP_2019.273.NSW_ACT.tif	 56.3 Mbytes	2020-11-26T06:08:00Z
CSPv21_NPP_2019.289.tif	 516.7 Mbytes	2020-11-26T06:13:00Z
CSPv21_NPP_2019.289.NT.tif	 86.6 Mbytes	2020-11-26T06:14:00Z
CSPv21_NPP_2019.289.QLD.tif	 113.3 Mbytes	2020-11-26T06:14:00Z
CSPv21_NPP_2019.289.SA.tif	 68.3 Mbytes	2020-11-26T06:15:00Z
CSPv21_NPP_2019.289.TAS.tif	 5.3 Mbytes	2020-11-26T06:15:00Z
CSPv21_NPP_2019.289.VIC.tif	 16.39 Mbytes	2020-11-26T06:15:00Z
CSPv21_NPP_2019.289.WA.tif	 169.2 Mbytes	2020-11-26T06:16:00Z
CSPv21_NPP_2019.289.NSW_ACT.tif	 56.59 Mbytes	2020-11-26T06:17:00Z
CSPv21_NPP_2019.305.tif	 516.7 Mbytes	2020-11-26T06:21:00Z
CSPv21_NPP_2019.305.NT.tif	 86.3 Mbytes	2020-11-26T06:22:00Z
CSPv21_NPP_2019.305.QLD.tif	 112.8 Mbytes	2020-11-26T06:23:00Z
CSPv21_NPP_2019.305.SA.tif	 68.39 Mbytes	2020-11-26T06:23:00Z
CSPv21_NPP_2019.305.TAS.tif	 5.3 Mbytes	2020-11-26T06:23:00Z
CSPv21_NPP_2019.305.VIC.tif	 16.5 Mbytes	2020-11-26T06:23:00Z
CSPv21_NPP_2019.305.WA.tif	 169.7 Mbytes	2020-11-26T06:24:00Z
CSPv21_NPP_2019.305.NSW_ACT.tif	 56.69 Mbytes	2020-11-26T06:25:00Z
CSPv21_NPP_2019.321.tif	 517.4 Mbytes	2020-11-26T06:30:00Z
CSPv21_NPP_2019.321.NT.tif	 85.89 Mbytes	2020-11-26T06:31:00Z
CSPv21_NPP_2019.321.QLD.tif	 112.6 Mbytes	2020-11-26T06:31:00Z
CSPv21_NPP_2019.321.SA.tif	 68.6 Mbytes	2020-11-26T06:32:00Z
CSPv21_NPP_2019.321.TAS.tif	 5.3 Mbytes	2020-11-26T06:32:00Z
CSPv21_NPP_2019.321.VIC.tif	 16.59 Mbytes	2020-11-26T06:32:00Z
CSPv21_NPP_2019.321.WA.tif	 170.0 Mbytes	2020-11-26T06:33:00Z
CSPv21_NPP_2019.321.NSW_ACT.tif	 57.19 Mbytes	2020-11-26T06:33:00Z
CSPv21_NPP_2019.337.tif	 517.1 Mbytes	2020-11-26T06:38:00Z
CSPv21_NPP_2019.337.NT.tif	 85.7 Mbytes	2020-11-26T06:39:00Z
CSPv21_NPP_2019.337.QLD.tif	 112.3 Mbytes	2020-11-26T06:40:00Z
CSPv21_NPP_2019.337.SA.tif	 68.8 Mbytes	2020-11-26T06:40:00Z
CSPv21_NPP_2019.337.TAS.tif	 5.3 Mbytes	2020-11-26T06:40:00Z
CSPv21_NPP_2019.337.VIC.tif	 16.7 Mbytes	2020-11-26T06:40:00Z
CSPv21_NPP_2019.337.WA.tif	 169.7 Mbytes	2020-11-26T06:41:00Z
CSPv21_NPP_2019.337.NSW_ACT.tif	 57.4 Mbytes	2020-11-26T06:42:00Z
CSPv21_NPP_2019.353.tif	 516.4 Mbytes	2020-11-26T06:47:00Z
CSPv21_NPP_2019.353.NT.tif	 85.1 Mbytes	2020-11-26T06:47:00Z
CSPv21_NPP_2019.353.QLD.tif	 111.6 Mbytes	2020-11-26T06:48:00Z
CSPv21_NPP_2019.353.SA.tif	 68.8 Mbytes	2020-11-26T06:48:00Z
CSPv21_NPP_2019.353.TAS.tif	 5.399 Mbytes	2020-11-26T06:48:00Z
CSPv21_NPP_2019.353.VIC.tif	 16.9 Mbytes	2020-11-26T06:49:00Z
CSPv21_NPP_2019.353.WA.tif	 169.9 Mbytes	2020-11-26T06:50:00Z
CSPv21_NPP_2019.353.NSW_ACT.tif	 57.69 Mbytes	2020-11-26T06:50:00Z
